"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Measles","All cases","Reported cases","N","2013-08","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2013-09","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2013-10","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2013-11","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2013-12","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2014-01","BHR","Bahrain",1,NA
"Measles","All cases","Reported cases","N","2014-02","BHR","Bahrain",10,NA
"Measles","All cases","Reported cases","N","2014-03","BHR","Bahrain",18,NA
"Measles","All cases","Reported cases","N","2014-04","BHR","Bahrain",10,NA
"Measles","All cases","Reported cases","N","2014-05","BHR","Bahrain",4,NA
"Measles","All cases","Reported cases","N","2014-06","BHR","Bahrain",1,NA
"Measles","All cases","Reported cases","N","2014-07","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2014-08","BHR","Bahrain",1,NA
"Measles","All cases","Reported cases","N","2014-09","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2014-10","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2014-11","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2014-12","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2015-01","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2015-02","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2015-03","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2015-04","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2015-05","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2015-06","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2015-07","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2015-08","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2015-09","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2015-10","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2015-11","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2015-12","BHR","Bahrain",1,NA
"Measles","All cases","Reported cases","N","2016-01","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2016-02","BHR","Bahrain",3,NA
"Measles","All cases","Reported cases","N","2016-03","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2016-04","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2016-05","BHR","Bahrain",10,NA
"Measles","All cases","Reported cases","N","2016-06","BHR","Bahrain",1,NA
"Measles","All cases","Reported cases","N","2016-07","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2016-08","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2016-09","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2016-10","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2016-11","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2016-12","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2017-01","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2017-02","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2017-03","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2017-04","BHR","Bahrain",1,NA
"Measles","All cases","Reported cases","N","2017-05","BHR","Bahrain",1,NA
"Measles","All cases","Reported cases","N","2017-06","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2017-07","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2017-08","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2017-09","BHR","Bahrain",1,NA
"Measles","All cases","Reported cases","N","2017-10","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2017-11","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2017-12","BHR","Bahrain",1,NA
"Measles","All cases","Reported cases","N","2018-01","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2018-02","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2018-03","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2018-04","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2018-05","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2018-06","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2018-07","BHR","Bahrain",2,NA
"Measles","All cases","Reported cases","N","2018-08","BHR","Bahrain",1,NA
"Measles","All cases","Reported cases","N","2018-09","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2018-10","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2018-11","BHR","Bahrain",1,NA
"Measles","All cases","Reported cases","N","2018-12","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2019-01","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2019-02","BHR","Bahrain",1,NA
"Measles","All cases","Reported cases","N","2019-03","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2019-04","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2019-05","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2019-06","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2019-07","BHR","Bahrain",2,NA
"Measles","All cases","Reported cases","N","2019-08","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2019-09","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2019-10","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2019-11","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2019-12","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2020-01","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2020-02","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2020-03","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2020-04","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2020-05","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2020-06","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2020-07","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2020-08","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2020-09","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2020-10","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2020-11","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2020-12","BHR","Bahrain",4,NA
"Measles","All cases","Reported cases","N","2021-01","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2021-02","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2021-03","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2021-04","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2021-05","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2021-06","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2021-07","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2021-08","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2021-09","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2021-10","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2021-11","BHR","Bahrain",1,NA
"Measles","All cases","Reported cases","N","2021-12","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2022-01","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2022-02","BHR","Bahrain",1,NA
"Measles","All cases","Reported cases","N","2022-03","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2022-04","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2022-05","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2022-06","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2022-07","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2022-08","BHR","Bahrain",10,NA
"Measles","All cases","Reported cases","N","2022-09","BHR","Bahrain",7,NA
"Measles","All cases","Reported cases","N","2022-10","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2022-11","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2022-12","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2023-01","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2023-02","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2023-03","BHR","Bahrain",1,NA
"Measles","All cases","Reported cases","N","2023-04","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2023-05","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2023-06","BHR","Bahrain",1,NA
"Measles","All cases","Reported cases","N","2023-07","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2023-08","BHR","Bahrain",1,NA
"Measles","All cases","Reported cases","N","2023-09","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2023-10","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2023-11","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2023-12","BHR","Bahrain",0,NA
"Measles","All cases","Reported cases","N","2011-01","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2011-02","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2011-03","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2011-04","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2011-05","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2011-06","DJI","Djibouti",6,NA
"Measles","All cases","Reported cases","N","2011-07","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2011-08","DJI","Djibouti",7,NA
"Measles","All cases","Reported cases","N","2011-09","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2011-10","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2011-11","DJI","Djibouti",5,NA
"Measles","All cases","Reported cases","N","2011-12","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2012-01","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2012-02","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2012-03","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2012-04","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2012-05","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2012-06","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2012-07","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2012-08","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2012-09","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2012-10","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2012-11","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2012-12","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2013-01","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2013-02","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2013-03","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2013-04","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2013-05","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2013-06","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2013-07","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2013-08","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2013-09","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2013-10","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2013-11","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2013-12","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2014-01","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2014-02","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2014-03","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2014-04","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2014-05","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2014-06","DJI","Djibouti",6,NA
"Measles","All cases","Reported cases","N","2014-07","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2014-08","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2014-09","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2014-10","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2014-11","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2014-12","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2015-01","DJI","Djibouti",4,NA
"Measles","All cases","Reported cases","N","2015-02","DJI","Djibouti",26,NA
"Measles","All cases","Reported cases","N","2015-03","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2015-04","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2015-05","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2015-06","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2015-07","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2015-08","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2015-09","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2015-10","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2015-11","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2015-12","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2016-01","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2016-02","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2016-03","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2016-04","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2016-05","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2016-06","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2016-07","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2016-08","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2016-09","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2016-10","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2016-11","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2016-12","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2017-01","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2017-02","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2017-03","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2017-04","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2017-05","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2017-06","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2017-07","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2017-08","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2017-09","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2017-10","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2017-11","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2017-12","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2018-01","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2018-02","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2018-03","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2018-04","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2018-05","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2018-06","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2018-07","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2018-08","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2018-09","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2018-10","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2018-11","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2018-12","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2019-01","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2019-02","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2019-03","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2019-04","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2019-05","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2019-06","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2019-07","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2019-08","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2019-09","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2019-10","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2019-11","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2019-12","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2020-01","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2020-02","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2020-03","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2020-04","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2020-05","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2020-06","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2020-07","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2020-08","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2020-09","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2020-10","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2020-11","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2020-12","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2021-01","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2021-02","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2021-03","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2021-04","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2021-05","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2021-06","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2021-07","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2021-08","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2021-09","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2021-10","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2021-11","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2021-12","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2022-01","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2022-02","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2022-03","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2022-04","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2022-05","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2022-06","DJI","Djibouti",25,NA
"Measles","All cases","Reported cases","N","2022-07","DJI","Djibouti",13,NA
"Measles","All cases","Reported cases","N","2022-08","DJI","Djibouti",37,NA
"Measles","All cases","Reported cases","N","2022-09","DJI","Djibouti",48,NA
"Measles","All cases","Reported cases","N","2022-10","DJI","Djibouti",47,NA
"Measles","All cases","Reported cases","N","2022-11","DJI","Djibouti",19,NA
"Measles","All cases","Reported cases","N","2022-12","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2023-01","DJI","Djibouti",9,NA
"Measles","All cases","Reported cases","N","2023-02","DJI","Djibouti",2,NA
"Measles","All cases","Reported cases","N","2023-03","DJI","Djibouti",13,NA
"Measles","All cases","Reported cases","N","2023-04","DJI","Djibouti",11,NA
"Measles","All cases","Reported cases","N","2023-05","DJI","Djibouti",36,NA
"Measles","All cases","Reported cases","N","2023-06","DJI","Djibouti",10,NA
"Measles","All cases","Reported cases","N","2023-07","DJI","Djibouti",2,NA
"Measles","All cases","Reported cases","N","2023-08","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2023-09","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2023-10","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2023-11","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2023-12","DJI","Djibouti",0,NA
"Measles","All cases","Reported cases","N","2011-01","EGY","Egypt",6,NA
"Measles","All cases","Reported cases","N","2011-02","EGY","Egypt",1,NA
"Measles","All cases","Reported cases","N","2011-03","EGY","Egypt",4,NA
"Measles","All cases","Reported cases","N","2011-04","EGY","Egypt",1,NA
"Measles","All cases","Reported cases","N","2011-05","EGY","Egypt",6,NA
"Measles","All cases","Reported cases","N","2011-06","EGY","Egypt",2,NA
"Measles","All cases","Reported cases","N","2011-07","EGY","Egypt",2,NA
"Measles","All cases","Reported cases","N","2011-08","EGY","Egypt",2,NA
"Measles","All cases","Reported cases","N","2011-09","EGY","Egypt",0,NA
"Measles","All cases","Reported cases","N","2011-10","EGY","Egypt",2,NA
"Measles","All cases","Reported cases","N","2011-11","EGY","Egypt",0,NA
"Measles","All cases","Reported cases","N","2011-12","EGY","Egypt",0,NA
"Measles","All cases","Reported cases","N","2012-01","EGY","Egypt",0,NA
"Measles","All cases","Reported cases","N","2012-02","EGY","Egypt",18,NA
"Measles","All cases","Reported cases","N","2012-03","EGY","Egypt",32,NA
"Measles","All cases","Reported cases","N","2012-04","EGY","Egypt",138,NA
"Measles","All cases","Reported cases","N","2012-05","EGY","Egypt",30,NA
"Measles","All cases","Reported cases","N","2012-06","EGY","Egypt",6,NA
"Measles","All cases","Reported cases","N","2012-07","EGY","Egypt",5,NA
"Measles","All cases","Reported cases","N","2012-08","EGY","Egypt",4,NA
"Measles","All cases","Reported cases","N","2012-09","EGY","Egypt",3,NA
"Measles","All cases","Reported cases","N","2012-10","EGY","Egypt",2,NA
"Measles","All cases","Reported cases","N","2012-11","EGY","Egypt",1,NA
"Measles","All cases","Reported cases","N","2012-12","EGY","Egypt",2,NA
"Measles","All cases","Reported cases","N","2013-01","EGY","Egypt",3,NA
"Measles","All cases","Reported cases","N","2013-02","EGY","Egypt",13,NA
"Measles","All cases","Reported cases","N","2013-03","EGY","Egypt",4,NA
"Measles","All cases","Reported cases","N","2013-04","EGY","Egypt",21,NA
"Measles","All cases","Reported cases","N","2013-05","EGY","Egypt",30,NA
"Measles","All cases","Reported cases","N","2013-06","EGY","Egypt",24,NA
"Measles","All cases","Reported cases","N","2013-07","EGY","Egypt",14,NA
"Measles","All cases","Reported cases","N","2013-08","EGY","Egypt",61,NA
"Measles","All cases","Reported cases","N","2013-09","EGY","Egypt",82,NA
"Measles","All cases","Reported cases","N","2013-10","EGY","Egypt",56,NA
"Measles","All cases","Reported cases","N","2013-11","EGY","Egypt",37,NA
"Measles","All cases","Reported cases","N","2013-12","EGY","Egypt",67,NA
"Measles","All cases","Reported cases","N","2014-01","EGY","Egypt",50,NA
"Measles","All cases","Reported cases","N","2014-02","EGY","Egypt",45,NA
"Measles","All cases","Reported cases","N","2014-03","EGY","Egypt",132,NA
"Measles","All cases","Reported cases","N","2014-04","EGY","Egypt",189,NA
"Measles","All cases","Reported cases","N","2014-05","EGY","Egypt",204,NA
"Measles","All cases","Reported cases","N","2014-06","EGY","Egypt",178,NA
"Measles","All cases","Reported cases","N","2014-07","EGY","Egypt",136,NA
"Measles","All cases","Reported cases","N","2014-08","EGY","Egypt",183,NA
"Measles","All cases","Reported cases","N","2014-09","EGY","Egypt",143,NA
"Measles","All cases","Reported cases","N","2014-10","EGY","Egypt",106,NA
"Measles","All cases","Reported cases","N","2014-11","EGY","Egypt",226,NA
"Measles","All cases","Reported cases","N","2014-12","EGY","Egypt",682,NA
"Measles","All cases","Reported cases","N","2015-01","EGY","Egypt",587,NA
"Measles","All cases","Reported cases","N","2015-02","EGY","Egypt",597,NA
"Measles","All cases","Reported cases","N","2015-03","EGY","Egypt",879,NA
"Measles","All cases","Reported cases","N","2015-04","EGY","Egypt",969,NA
"Measles","All cases","Reported cases","N","2015-05","EGY","Egypt",894,NA
"Measles","All cases","Reported cases","N","2015-06","EGY","Egypt",550,NA
"Measles","All cases","Reported cases","N","2015-07","EGY","Egypt",362,NA
"Measles","All cases","Reported cases","N","2015-08","EGY","Egypt",228,NA
"Measles","All cases","Reported cases","N","2015-09","EGY","Egypt",142,NA
"Measles","All cases","Reported cases","N","2015-10","EGY","Egypt",118,NA
"Measles","All cases","Reported cases","N","2015-11","EGY","Egypt",80,NA
"Measles","All cases","Reported cases","N","2015-12","EGY","Egypt",25,NA
"Measles","All cases","Reported cases","N","2016-01","EGY","Egypt",31,NA
"Measles","All cases","Reported cases","N","2016-02","EGY","Egypt",13,NA
"Measles","All cases","Reported cases","N","2016-03","EGY","Egypt",35,NA
"Measles","All cases","Reported cases","N","2016-04","EGY","Egypt",57,NA
"Measles","All cases","Reported cases","N","2016-05","EGY","Egypt",25,NA
"Measles","All cases","Reported cases","N","2016-06","EGY","Egypt",23,NA
"Measles","All cases","Reported cases","N","2016-07","EGY","Egypt",20,NA
"Measles","All cases","Reported cases","N","2016-08","EGY","Egypt",12,NA
"Measles","All cases","Reported cases","N","2016-09","EGY","Egypt",2,NA
"Measles","All cases","Reported cases","N","2016-10","EGY","Egypt",4,NA
"Measles","All cases","Reported cases","N","2016-11","EGY","Egypt",1,NA
"Measles","All cases","Reported cases","N","2016-12","EGY","Egypt",2,NA
"Measles","All cases","Reported cases","N","2017-01","EGY","Egypt",0,NA
"Measles","All cases","Reported cases","N","2017-02","EGY","Egypt",4,NA
"Measles","All cases","Reported cases","N","2017-03","EGY","Egypt",9,NA
"Measles","All cases","Reported cases","N","2017-04","EGY","Egypt",3,NA
"Measles","All cases","Reported cases","N","2017-05","EGY","Egypt",2,NA
"Measles","All cases","Reported cases","N","2017-06","EGY","Egypt",0,NA
"Measles","All cases","Reported cases","N","2017-07","EGY","Egypt",2,NA
"Measles","All cases","Reported cases","N","2017-08","EGY","Egypt",1,NA
"Measles","All cases","Reported cases","N","2017-09","EGY","Egypt",0,NA
"Measles","All cases","Reported cases","N","2017-10","EGY","Egypt",1,NA
"Measles","All cases","Reported cases","N","2017-11","EGY","Egypt",1,NA
"Measles","All cases","Reported cases","N","2017-12","EGY","Egypt",1,NA
"Measles","All cases","Reported cases","N","2018-01","EGY","Egypt",0,NA
"Measles","All cases","Reported cases","N","2018-02","EGY","Egypt",0,NA
"Measles","All cases","Reported cases","N","2018-03","EGY","Egypt",0,NA
"Measles","All cases","Reported cases","N","2018-04","EGY","Egypt",0,NA
"Measles","All cases","Reported cases","N","2018-05","EGY","Egypt",0,NA
"Measles","All cases","Reported cases","N","2018-06","EGY","Egypt",0,NA
"Measles","All cases","Reported cases","N","2018-07","EGY","Egypt",0,NA
"Measles","All cases","Reported cases","N","2018-08","EGY","Egypt",1,NA
"Measles","All cases","Reported cases","N","2018-09","EGY","Egypt",17,NA
"Measles","All cases","Reported cases","N","2018-10","EGY","Egypt",8,NA
"Measles","All cases","Reported cases","N","2018-11","EGY","Egypt",7,NA
"Measles","All cases","Reported cases","N","2018-12","EGY","Egypt",14,NA
"Measles","All cases","Reported cases","N","2019-01","EGY","Egypt",12,NA
"Measles","All cases","Reported cases","N","2019-02","EGY","Egypt",46,NA
